trial_id,random_state,dataset_fraction,dataset_rows,aggregate,method,exact_result,estimated_result,relative_error,time_seconds,sample_fraction,sample_size,confidence_interval_lower,confidence_interval_upper,relative_error_estimate
8,800,0.75,7500,COUNT,Adaptive Sampling,7500.0,7500.0,0.0,0.00032079999982670415,0.05,375,7500.0,7500.0,0.0
8,800,0.75,7500,SUM,Exact Query,3142286.62,3142286.62,0.0,3.1399999897985253e-05,1.0,7500,3142286.62,3142286.62,0.0
8,800,0.75,7500,SUM,Uniform Sampling,3142286.62,3192969.5999999996,0.01612933068467176,0.0003276000002188084,0.1,750,,,
8,800,0.75,7500,SUM,Stratified Sampling,3142286.62,3002135.662538428,0.044601582990405966,0.0030357000000549306,0.1,748,,,
8,800,0.75,7500,SUM,Adaptive Sampling,3142286.62,3155969.3999999994,0.004354402272826191,0.000388699999803066,0.05,375,2852598.22419735,3459340.575802649,0.09612614615422108
8,800,0.75,7500,AVG,Exact Query,418.97154933333337,418.97154933333337,0.0,3.409999999348656e-05,1.0,7500,418.97154933333337,418.97154933333337,0.0
8,800,0.75,7500,AVG,Uniform Sampling,418.97154933333337,425.72927999999996,0.01612933068467173,0.0003287999998065061,0.1,750,,,
8,800,0.75,7500,AVG,Stratified Sampling,418.97154933333337,400.2847550051237,0.044601582990406015,0.0030312999997477164,0.1,748,,,
8,800,0.75,7500,AVG,Adaptive Sampling,418.97154933333337,420.7959199999999,0.004354402272826099,0.0003965000000789587,0.05,375,380.34642989298,461.24541010701984,0.09612614615422108
9,801,0.75,7500,COUNT,Exact Query,7500.0,7500.0,0.0,3.260000039517763e-05,1.0,7500,7500.0,7500.0,0.0
9,801,0.75,7500,COUNT,Uniform Sampling,7500.0,7500.0,0.0,0.0003519000001688255,0.1,750,,,
9,801,0.75,7500,COUNT,Stratified Sampling,7500.0,7500.0,0.0,0.002955599999950209,0.1,748,,,
9,801,0.75,7500,COUNT,Adaptive Sampling,7500.0,7500.0,0.0,0.00032079999982670415,0.05,375,7500.0,7500.0,0.0
9,801,0.75,7500,SUM,Exact Query,3171230.73,3171230.73,0.0,3.110000034212135e-05,1.0,7500,3171230.73,3171230.73,0.0
9,801,0.75,7500,SUM,Uniform Sampling,3171230.73,3184366.5999999996,0.004142199391464539,0.0003131000003122608,0.1,750,,,
9,801,0.75,7500,SUM,Stratified Sampling,3171230.73,3179861.9699696656,0.0027217319408561766,0.003589099999771861,0.1,748,,,
9,801,0.75,7500,SUM,Adaptive Sampling,3171230.73,3184366.5999999996,0.004142199391464539,0.0017760000000635046,0.1,750,2964347.7290274883,3404385.470972511,0.06909344890519561
9,801,0.75,7500,AVG,Exact Query,422.830764,422.830764,0.0,3.509999987727497e-05,1.0,7500,422.830764,422.830764,0.0
9,801,0.75,7500,AVG,Uniform Sampling,422.830764,424.5822133333333,0.0041421993914646,0.0004226000000926433,0.1,750,,,
9,801,0.75,7500,AVG,Stratified Sampling,422.830764,423.98159599595544,0.0027217319408562642,0.0038359000000127708,0.1,748,,,
9,801,0.75,7500,AVG,Adaptive Sampling,422.830764,424.5822133333333,0.0041421993914646,0.0008250999999290798,0.1,750,395.2463638703318,453.9180627963348,0.06909344890519561
10,802,0.75,7500,COUNT,Exact Query,7500.0,7500.0,0.0,3.7600000268867007e-05,1.0,7500,7500.0,7500.0,0.0
10,802,0.75,7500,COUNT,Uniform Sampling,7500.0,7500.0,0.0,0.0003448999996180646,0.1,750,,,
10,802,0.75,7500,COUNT,Stratified Sampling,7500.0,7500.0,0.0,0.0032224999999925785,0.1,749,,,
10,802,0.75,7500,COUNT,Adaptive Sampling,7500.0,7500.0,0.0,0.0003606999998737592,0.05,375,7500.0,7500.0,0.0
10,802,0.75,7500,SUM,Exact Query,3125914.24,3125914.24,0.0,4.5399999635264976e-05,1.0,7500,3125914.24,3125914.24,0.0
10,802,0.75,7500,SUM,Uniform Sampling,3125914.24,3071673.4999999995,0.017351960366001815,0.00033250000024054316,0.1,750,,,
10,802,0.75,7500,SUM,Stratified Sampling,3125914.24,3204220.1537696207,0.025050563693526175,0.004177899999831425,0.1,749,,,
10,802,0.75,7500,SUM,Adaptive Sampling,3125914.24,2906546.5999999996,0.07017711400809275,0.00044680000019070576,0.05,375,2648964.4930215813,3164128.706978418,0.08862135806748055
10,802,0.75,7500,AVG,Exact Query,416.78856533333334,416.78856533333334,0.0,3.930000002583256e-05,1.0,7500,416.78856533333334,416.78856533333334,0.0
10,802,0.75,7500,AVG,Uniform Sampling,416.78856533333334,409.5564666666666,0.017351960366001746,0.00035470000011628144,0.1,750,,,
10,802,0.75,7500,AVG,Stratified Sampling,416.78856533333334,427.2293538359495,0.025050563693526404,0.0031183999999484513,0.1,749,,,
10,802,0.75,7500,AVG,Adaptive Sampling,416.78856533333334,387.53954666666664,0.07017711400809264,0.0004507000003286521,0.05,375,353.1952657362109,421.8838275971224,0.08862135806748053
1,1043,1.0,10000,COUNT,Exact Query,10000.0,10000.0,0.0,4.840000019612489e-05,1.0,10000,10000.0,10000.0,0.0
1,1043,1.0,10000,COUNT,Uniform Sampling,10000.0,10000.0,0.0,0.00043139999979757704,0.1,1000,,,
1,1043,1.0,10000,COUNT,Stratified Sampling,10000.0,10000.0,0.0,0.003933799999686016,0.1,998,,,
1,1043,1.0,10000,COUNT,Adaptive Sampling,10000.0,10000.0,0.0,0.00038340000037351274,0.05,500,10000.0,10000.0,0.0
1,1043,1.0,10000,SUM,Exact Query,4208443.8,4208443.8,0.0,3.8499999845953425e-05,1.0,10000,4208443.8,4208443.8,0.0
1,1043,1.0,10000,SUM,Uniform Sampling,4208443.8,4473439.8,0.06296769366386691,0.0003893000002790359,0.1,1000,,,
1,1043,1.0,10000,SUM,Stratified Sampling,4208443.8,3934930.6635742243,0.06499151454173524,0.0038321000001815264,0.1,998,,,
1,1043,1.0,10000,SUM,Adaptive Sampling,4208443.8,4516655.4,0.07323647757871937,0.0008804999997664709,0.05,500,4160344.5055508045,4872966.294449196,0.07888821769515468
1,1043,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,4.2300000131945126e-05,1.0,10000,420.84438,420.84438,0.0
1,1043,1.0,10000,AVG,Uniform Sampling,420.84438,447.34398,0.06296769366386688,0.0004447999999683816,0.1,1000,,,
1,1043,1.0,10000,AVG,Stratified Sampling,420.84438,393.49306635742244,0.06499151454173527,0.003748500000256172,0.1,998,,,
1,1043,1.0,10000,AVG,Adaptive Sampling,420.84438,451.66554,0.07323647757871929,0.00048409999999421416,0.05,500,416.0344505550804,487.29662944491963,0.07888821769515468
2,1044,1.0,10000,COUNT,Exact Query,10000.0,10000.0,0.0,8.04999999672873e-05,1.0,10000,10000.0,10000.0,0.0
2,1044,1.0,10000,COUNT,Uniform Sampling,10000.0,10000.0,0.0,0.0004185000002507877,0.1,1000,,,
2,1044,1.0,10000,COUNT,Stratified Sampling,10000.0,10000.0,0.0,0.003863299999920855,0.1,998,,,
2,1044,1.0,10000,COUNT,Adaptive Sampling,10000.0,10000.0,0.0,0.00044509999997899286,0.05,500,10000.0,10000.0,0.0
2,1044,1.0,10000,SUM,Exact Query,4208443.8,4208443.8,0.0,4.109999963475275e-05,1.0,10000,4208443.8,4208443.8,0.0
2,1044,1.0,10000,SUM,Uniform Sampling,4208443.8,4243048.0,0.00822256435977598,0.0004067999998369487,0.1,1000,,,
2,1044,1.0,10000,SUM,Stratified Sampling,4208443.8,4106723.8888625707,0.024170433531137823,0.0036885999998048646,0.1,998,,,
2,1044,1.0,10000,SUM,Adaptive Sampling,4208443.8,4376089.399999999,0.039835532554812696,0.0004555999998956395,0.05,500,4038158.376562191,4714020.423437808,0.07722214802965591
2,1044,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,6.69999999445281e-05,1.0,10000,420.84438,420.84438,0.0
2,1044,1.0,10000,AVG,Uniform Sampling,420.84438,424.3048,0.008222564359775933,0.0004173000002083427,0.1,1000,,,
2,1044,1.0,10000,AVG,Stratified Sampling,420.84438,410.67238888625707,0.024170433531137885,0.0035733999998228683,0.1,998,,,
2,1044,1.0,10000,AVG,Adaptive Sampling,420.84438,437.60893999999996,0.03983553255481268,0.00044930000012755045,0.05,500,403.8158376562192,471.40204234378075,0.0772221480296559
3,1045,1.0,10000,COUNT,Exact Query,10000.0,10000.0,0.0,6.959999973332742e-05,1.0,10000,10000.0,10000.0,0.0
3,1045,1.0,10000,COUNT,Uniform Sampling,10000.0,10000.0,0.0,0.0004092000003765861,0.1,1000,,,
3,1045,1.0,10000,COUNT,Stratified Sampling,10000.0,10000.0,0.0,0.0036887000001115666,0.1,998,,,
3,1045,1.0,10000,COUNT,Adaptive Sampling,10000.0,10000.0,0.0,0.0003758000002562767,0.05,500,10000.0,10000.0,0.0
3,1045,1.0,10000,SUM,Exact Query,4208443.8,4208443.8,0.0,3.580000020519947e-05,1.0,10000,4208443.8,4208443.8,0.0
3,1045,1.0,10000,SUM,Uniform Sampling,4208443.8,4456829.3,0.05902074776429235,0.00037389999988590716,0.1,1000,,,
3,1045,1.0,10000,SUM,Stratified Sampling,4208443.8,4349849.845938557,0.033600554660741105,0.003566699999737466,0.1,998,,,
3,1045,1.0,10000,SUM,Adaptive Sampling,4208443.8,4361611.0,0.036395210980362906,0.00045459999955710373,0.05,500,4076388.1085129804,4646833.891487019,0.06539393161999534
3,1045,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,3.870000000461005e-05,1.0,10000,420.84438,420.84438,0.0
3,1045,1.0,10000,AVG,Uniform Sampling,420.84438,445.68293,0.05902074776429234,0.00038400000039473525,0.1,1000,,,
3,1045,1.0,10000,AVG,Stratified Sampling,420.84438,434.9849845938557,0.0336005546607411,0.003454499999861582,0.1,998,,,
3,1045,1.0,10000,AVG,Adaptive Sampling,420.84438,436.1611,0.0363952109803628,0.00045939999972688383,0.05,500,407.63881085129805,464.6833891487019,0.06539393161999535
4,1046,1.0,10000,COUNT,Exact Query,10000.0,10000.0,0.0,7.129999994504033e-05,1.0,10000,10000.0,10000.0,0.0
4,1046,1.0,10000,COUNT,Uniform Sampling,10000.0,10000.0,0.0,0.00040570000010120566,0.1,1000,,,
4,1046,1.0,10000,COUNT,Stratified Sampling,10000.0,10000.0,0.0,0.003616000000420172,0.1,998,,,
4,1046,1.0,10000,COUNT,Adaptive Sampling,10000.0,10000.0,0.0,0.00039239999978235574,0.05,500,10000.0,10000.0,0.0
4,1046,1.0,10000,SUM,Exact Query,4208443.8,4208443.8,0.0,3.5399999887886224e-05,1.0,10000,4208443.8,4208443.8,0.0
4,1046,1.0,10000,SUM,Uniform Sampling,4208443.8,4346500.999999999,0.03280481017710139,0.00036720000025525223,0.1,1000,,,
4,1046,1.0,10000,SUM,Stratified Sampling,4208443.8,4216696.56085572,0.0019610006092324146,0.003528900000219437,0.1,998,,,
4,1046,1.0,10000,SUM,Adaptive Sampling,4208443.8,3995565.6,0.05058359101765829,0.0004606000002240762,0.05,500,3699435.387545155,4291695.812454846,0.07411471668863236
4,1046,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,4.020000005766633e-05,1.0,10000,420.84438,420.84438,0.0
4,1046,1.0,10000,AVG,Uniform Sampling,420.84438,434.65009999999995,0.032804810177101455,0.00039060000017343555,0.1,1000,,,
4,1046,1.0,10000,AVG,Stratified Sampling,420.84438,421.669656085572,0.0019610006092323244,0.003380699999979697,0.1,998,,,
4,1046,1.0,10000,AVG,Adaptive Sampling,420.84438,399.55656,0.05058359101765838,0.0004266999999344989,0.05,500,369.94353875451543,429.16958124548455,0.07411471668863236
5,1047,1.0,10000,COUNT,Exact Query,10000.0,10000.0,0.0,8.089999982985319e-05,1.0,10000,10000.0,10000.0,0.0
5,1047,1.0,10000,COUNT,Uniform Sampling,10000.0,10000.0,0.0,0.00040549999994254904,0.1,1000,,,
5,1047,1.0,10000,COUNT,Stratified Sampling,10000.0,10000.0,0.0,0.003650999999990745,0.1,998,,,
5,1047,1.0,10000,COUNT,Adaptive Sampling,10000.0,10000.0,0.0,0.00037699999984397436,0.05,500,10000.0,10000.0,0.0
5,1047,1.0,10000,SUM,Exact Query,4208443.8,4208443.8,0.0,3.319999996165279e-05,1.0,10000,4208443.8,4208443.8,0.0
5,1047,1.0,10000,SUM,Uniform Sampling,4208443.8,4181951.5,0.0062950347584539,0.00035809999963021255,0.1,1000,,,
5,1047,1.0,10000,SUM,Stratified Sampling,4208443.8,4217337.813214023,0.0021133734075343604,0.00338309999960984,0.1,998,,,
5,1047,1.0,10000,SUM,Adaptive Sampling,4208443.8,4307469.2,0.023530170463485902,0.0004409999996823899,0.05,500,3958069.8507872964,4656868.5492127035,0.08111476437549538
5,1047,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,4.530000023805769e-05,1.0,10000,420.84438,420.84438,0.0
5,1047,1.0,10000,AVG,Uniform Sampling,420.84438,418.19515,0.006295034758453917,0.00047280000035243575,0.1,1000,,,
5,1047,1.0,10000,AVG,Stratified Sampling,420.84438,421.73378132140226,0.0021133734075343023,0.003374800000074174,0.1,998,,,
5,1047,1.0,10000,AVG,Adaptive Sampling,420.84438,430.74692,0.023530170463485784,0.0004421999997248349,0.05,500,395.8069850787296,465.68685492127037,0.08111476437549538
6,1048,1.0,10000,COUNT,Exact Query,10000.0,10000.0,0.0,7.239999968078337e-05,1.0,10000,10000.0,10000.0,0.0
6,1048,1.0,10000,COUNT,Uniform Sampling,10000.0,10000.0,0.0,0.0004025999996883911,0.1,1000,,,
6,1048,1.0,10000,COUNT,Stratified Sampling,10000.0,10000.0,0.0,0.003622199999881559,0.1,998,,,
6,1048,1.0,10000,COUNT,Adaptive Sampling,10000.0,10000.0,0.0,0.0003685000001496519,0.05,500,10000.0,10000.0,0.0
6,1048,1.0,10000,SUM,Exact Query,4208443.8,4208443.8,0.0,3.329999981360743e-05,1.0,10000,4208443.8,4208443.8,0.0
6,1048,1.0,10000,SUM,Uniform Sampling,4208443.8,4184234.6,0.005752530187049123,0.00035399999978835694,0.1,1000,,,
6,1048,1.0,10000,SUM,Stratified Sampling,4208443.8,4083651.0751647074,0.029652938417590948,0.003391600000213657,0.1,998,,,
6,1048,1.0,10000,SUM,Adaptive Sampling,4208443.8,4139252.6000000006,0.01644104169812111,0.0004361000001154025,0.05,500,3813204.9356976035,4465300.264302398,0.07876969487254705
6,1048,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,3.609999976106337e-05,1.0,10000,420.84438,420.84438,0.0
6,1048,1.0,10000,AVG,Uniform Sampling,420.84438,418.42346000000003,0.00575253018704911,0.00038790000007793424,0.1,1000,,,
6,1048,1.0,10000,AVG,Stratified Sampling,420.84438,408.3651075164707,0.029652938417591115,0.0033183000000462926,0.1,998,,,
6,1048,1.0,10000,AVG,Adaptive Sampling,420.84438,413.92526000000004,0.0164410416981212,0.00044870000010632793,0.05,500,381.32049356976034,446.53002643023973,0.07876969487254706
7,1049,1.0,10000,COUNT,Exact Query,10000.0,10000.0,0.0,6.91000000188069e-05,1.0,10000,10000.0,10000.0,0.0
7,1049,1.0,10000,COUNT,Uniform Sampling,10000.0,10000.0,0.0,0.00039449999985663453,0.1,1000,,,
7,1049,1.0,10000,COUNT,Stratified Sampling,10000.0,10000.0,0.0,0.003571600000213948,0.1,998,,,
7,1049,1.0,10000,COUNT,Adaptive Sampling,10000.0,10000.0,0.0,0.00038390000008803327,0.05,500,10000.0,10000.0,0.0
7,1049,1.0,10000,SUM,Exact Query,4208443.8,4208443.8,0.0,3.299999980299617e-05,1.0,10000,4208443.8,4208443.8,0.0
7,1049,1.0,10000,SUM,Uniform Sampling,4208443.8,4301877.6,0.022201508310506563,0.00036240000008547213,0.1,1000,,,
7,1049,1.0,10000,SUM,Stratified Sampling,4208443.8,4147347.98794996,0.014517435649263008,0.003359099999670434,0.1,998,,,
7,1049,1.0,10000,SUM,Adaptive Sampling,4208443.8,4300497.800000001,0.02187364364946514,0.0004436000003806839,0.05,500,3980041.779685655,4620953.820314346,0.07451602935696083
7,1049,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,3.8300000142044155e-05,1.0,10000,420.84438,420.84438,0.0
7,1049,1.0,10000,AVG,Uniform Sampling,420.84438,430.18776,0.022201508310506664,0.0003778000000238535,0.1,1000,,,
7,1049,1.0,10000,AVG,Stratified Sampling,420.84438,414.734798794996,0.014517435649263083,0.0034101999999620602,0.1,998,,,
7,1049,1.0,10000,AVG,Adaptive Sampling,420.84438,430.04978000000006,0.021873643649465046,0.0007347000000663684,0.05,500,398.0041779685655,462.0953820314346,0.07451602935696085
8,1050,1.0,10000,COUNT,Exact Query,10000.0,10000.0,0.0,7.129999994504033e-05,1.0,10000,10000.0,10000.0,0.0
8,1050,1.0,10000,COUNT,Uniform Sampling,10000.0,10000.0,0.0,0.00040499999977328116,0.1,1000,,,
8,1050,1.0,10000,COUNT,Stratified Sampling,10000.0,10000.0,0.0,0.004876599999988684,0.1,998,,,
8,1050,1.0,10000,COUNT,Adaptive Sampling,10000.0,10000.0,0.0,0.0004343999999036896,0.05,500,10000.0,10000.0,0.0
8,1050,1.0,10000,SUM,Exact Query,4208443.8,4208443.8,0.0,3.530000003593159e-05,1.0,10000,4208443.8,4208443.8,0.0
8,1050,1.0,10000,SUM,Uniform Sampling,4208443.8,4029104.3,0.04261420813080598,0.00035780000007434865,0.1,1000,,,
8,1050,1.0,10000,SUM,Stratified Sampling,4208443.8,4245898.819678446,0.008899969076086145,0.0034259999997630075,0.1,998,,,
8,1050,1.0,10000,SUM,Adaptive Sampling,4208443.8,4055504.1999999997,0.03634112923166518,0.0004498999996940256,0.05,500,3717003.045998783,4394005.354001217,0.08346709491786909
8,1050,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,4.0299999909620965e-05,1.0,10000,420.84438,420.84438,0.0
8,1050,1.0,10000,AVG,Uniform Sampling,420.84438,402.91043,0.04261420813080593,0.0003845000001092558,0.1,1000,,,
8,1050,1.0,10000,AVG,Stratified Sampling,420.84438,424.58988196784475,0.008899969076086381,0.0033109999999396678,0.1,998,,,
8,1050,1.0,10000,AVG,Adaptive Sampling,420.84438,405.55042,0.03634112923166522,0.0006423999998332874,0.05,500,371.7003045998783,439.40053540012167,0.08346709491786909
9,1051,1.0,10000,COUNT,Exact Query,10000.0,10000.0,0.0,7.210000012491946e-05,1.0,10000,10000.0,10000.0,0.0
9,1051,1.0,10000,COUNT,Uniform Sampling,10000.0,10000.0,0.0,0.0005975999997644976,0.1,1000,,,
9,1051,1.0,10000,COUNT,Stratified Sampling,10000.0,10000.0,0.0,0.003660300000319694,0.1,998,,,
9,1051,1.0,10000,COUNT,Adaptive Sampling,10000.0,10000.0,0.0,0.0003807999996752187,0.05,500,10000.0,10000.0,0.0
9,1051,1.0,10000,SUM,Exact Query,4208443.8,4208443.8,0.0,3.370000013092067e-05,1.0,10000,4208443.8,4208443.8,0.0
9,1051,1.0,10000,SUM,Uniform Sampling,4208443.8,4317070.5,0.025811607606593248,0.0003569999998944695,0.1,1000,,,
9,1051,1.0,10000,SUM,Stratified Sampling,4208443.8,4100483.816372204,0.02565318411233048,0.003308500000002823,0.1,998,,,
9,1051,1.0,10000,SUM,Adaptive Sampling,4208443.8,4147559.8,0.014467105394160188,0.00044299999990471406,0.05,500,3807554.5478720334,4487565.052127966,0.08197717899762803
9,1051,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,6.209999992279336e-05,1.0,10000,420.84438,420.84438,0.0
9,1051,1.0,10000,AVG,Uniform Sampling,420.84438,431.70705,0.025811607606593154,0.00040060000037556165,0.1,1000,,,
9,1051,1.0,10000,AVG,Stratified Sampling,420.84438,410.0483816372204,0.025653184112330512,0.003374800000074174,0.1,998,,,
9,1051,1.0,10000,AVG,Adaptive Sampling,420.84438,414.75597999999997,0.014467105394160273,0.0004512000000431726,0.05,500,380.75545478720335,448.7565052127966,0.08197717899762803
10,1052,1.0,10000,COUNT,Exact Query,10000.0,10000.0,0.0,6.919999987076153e-05,1.0,10000,10000.0,10000.0,0.0
10,1052,1.0,10000,COUNT,Uniform Sampling,10000.0,10000.0,0.0,0.0006701999996039376,0.1,1000,,,
10,1052,1.0,10000,COUNT,Stratified Sampling,10000.0,10000.0,0.0,0.0038980000003903115,0.1,998,,,
10,1052,1.0,10000,COUNT,Adaptive Sampling,10000.0,10000.0,0.0,0.0003810000002886227,0.05,500,10000.0,10000.0,0.0
10,1052,1.0,10000,SUM,Exact Query,4208443.8,4208443.8,0.0,3.460000016275444e-05,1.0,10000,4208443.8,4208443.8,0.0
10,1052,1.0,10000,SUM,Uniform Sampling,4208443.8,4305050.1,0.022955349908676412,0.0003710999999384512,0.1,1000,,,
10,1052,1.0,10000,SUM,Stratified Sampling,4208443.8,4268439.524367772,0.014256035536882358,0.0032837000003382855,0.1,998,,,
10,1052,1.0,10000,SUM,Adaptive Sampling,4208443.8,4244756.8,0.008628605186553756,0.0004336000001785578,0.05,500,3890225.586561332,4599288.013438667,0.0835221498293301
10,1052,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,4.250000029060175e-05,1.0,10000,420.84438,420.84438,0.0
10,1052,1.0,10000,AVG,Uniform Sampling,420.84438,430.50501,0.02295534990867652,0.00039180000021588057,0.1,1000,,,
10,1052,1.0,10000,AVG,Stratified Sampling,420.84438,426.8439524367772,0.014256035536882336,0.003345300000091811,0.1,998,,,
10,1052,1.0,10000,AVG,Adaptive Sampling,420.84438,424.47568,0.00862860518655378,0.00043159999995623366,0.05,500,389.02255865613324,459.9288013438668,0.0835221498293301
